,Datetime,Tweet Id,Text,Replies,Likes,Retweets,Quote Retweets,URL,Intentionally left blank,Username,Display Name,Raw Description,Rendered Description,Verified?,Date Created,Followers Count
548,2020-04-06 13:49:37+00:00,1247159528962973696,@jassyangeli @jaymieann @News5AKSYON @kikopangilinan Hi ladies! Wanna know how you two arrived to that point? Care to fucking explain the relationship of Kadamay being an NPA group? And care to fucking explain how this was all schemed when you both are at home eating the shit out of em bags and canned goods?,3,0,0,0,https://twitter.com/hansgbautista/status/1247159528962973696, ,hansgbautista,Hans,one day at a time,one day at a time,False,2009-11-22 00:08:35+00:00,1900
549,2020-04-06 13:32:17+00:00,1247155165762695168,"@News5AKSYON It’s a relief that these people got out coz of the help of @kikopangilinan &amp; others. But let’s not forget who got them there in the 1st place, KADAMAY (an NPA group). Pinalabas na may food packs eh wala nmn pala tapos may media agad nakaantabay eating somewhere near. Scripted.",2,11,0,1,https://twitter.com/jassyangeli/status/1247155165762695168, ,jassyangeli,Jassy Angeli,Reading makes me gorgeous.,Reading makes me gorgeous.,False,2014-02-23 06:13:07+00:00,57
550,2020-04-06 11:12:51+00:00,1247120078320971776,"Tapos iisipin lang ng iba na may hidden agenda itong mga ‘to pag nagrally, mga npa, anakbayan, kadamay, ginagamit ng ibang politiko. etc... . Neutral ka sabe mo? Eh halatang may gusto kang ipagtanggol dito",1,9,0,0,https://twitter.com/KapitanDC/status/1247120078320971776, ,KapitanDC,daemon,🍰 ☕️🍷📷🏄🏻‍♂️✈️🚲 bangag,🍰 ☕️🍷📷🏄🏻‍♂️✈️🚲 bangag,False,2011-02-26 15:40:32+00:00,499
551,2020-04-06 10:25:36+00:00,1247108185036443648,"@headtornadoes @trader_achilles @zhandercayabyab @DZMMTeleRadyo At sino sino nag rarally? KMU, anakbayan, bayan muna, kadamay, etc... At silay ay? Left leaning organization... Sino kakampi nila? NPA... Ano gusto nila mangyari? Pabagsakin ang gobyerno... Para? Gusto nila mamuno at magtatag ng communist state... Malabo paba yun? 😆",2,0,0,0,https://twitter.com/LouPenaflor/status/1247108185036443648, ,LouPenaflor,Lou Peñaflor,I eat I eat I eat,I eat I eat I eat,False,2016-10-25 05:14:27+00:00,7
552,2020-04-06 08:44:28+00:00,1247082733559373824,"@Sarawatinestun @voleinavia1 @jb1638 @3resRommel @lilyganados Mga myembro ng kadamay CPP NPA...leftist ewww yuccck

Kayo pala ang pinaghahandaan ng militar na gagawa ng gulo😂😂😴

Ingat bakla baka masampolan ka😂",1,0,0,0,https://twitter.com/space_less31/status/1247082733559373824, ,space_less31,Space Less31,Sports,Sports,False,2019-04-27 13:06:23+00:00,163
553,2020-04-06 06:30:03+00:00,1247048907269574659,@zhandercayabyab @DZMMTeleRadyo Mga NPA ata mga Kadamay kumakalaban sa gobyerno kala nila hindi sila mahuhuli,0,0,0,0,https://twitter.com/728_je/status/1247048907269574659, ,728_je,Juna_Montecillo,Taga kuskus ng KUBETA sa Gitnang Silangan,Taga kuskus ng KUBETA sa Gitnang Silangan,False,2018-08-12 08:23:32+00:00,120
554,2020-04-06 05:20:49+00:00,1247031485162553344,"@TwitterSafety @Twitter please stop the groups from recruiting innocent students who only want to study but then get brainwashed to becoming like ISIS under the NDF, CPP &amp; NPA terrorist groups that control Kadamay, Kabataan, ACT, Gabriela etc on your platform. https://t.co/nk5FVRprAy",0,1,0,0,https://twitter.com/BLUEbugayong/status/1247031485162553344, ,BLUEbugayong,Blue De Leon Bugayong,"Personal Injury Consultant! I may live in Canada, but my story began in the Philippines! MMA & Basketball Fan!","Personal Injury Consultant! I may live in Canada, but my story began in the Philippines! MMA & Basketball Fan!",False,2012-03-17 20:09:15+00:00,1618
555,2020-04-06 02:36:26+00:00,1246990117518168064,"3 Social - ito. Real talk. Needs improvement. hello LGUs and DSWD. Kaway kaway mga bossing. WORK WORK WORK!

5 Security - naku. Ask nyo po Kadamay and NPA kung pwede i-delay muna nila plans or stop the killings. Bekeee nemen pwede unahin ang COVID bago #OustDuterte nyo. 🤣",0,0,0,0,https://twitter.com/JCFGRC/status/1246990117518168064, ,JCFGRC,JCFGRC,non·ex·is·tence (n.) Something that does not exist. | Dutertard 🖕🏼| Jia Morado Fan | 6'3 Fit | Unknown | Triathlete | Varsity | Team Davao 🏊🏼🚴🏼🏃🏼,non·ex·is·tence (n.) Something that does not exist. | Dutertard 🖕🏼| Jia Morado Fan | 6'3 Fit | Unknown | Triathlete | Varsity | Team Davao 🏊🏼🚴🏼🏃🏼,False,2012-06-02 07:23:36+00:00,161
556,2020-04-06 01:55:39+00:00,1246979851522699264,"May NILULUTO silang OUSTDUTERTE ng MAGDALO, NPA at mga LEFT, LALO na ang KADAMAY.... KASO,NABULILYASO!
AKALAIN mo MAGDALO, SUMAMA SA NPA!!!!",1,7,1,0,https://twitter.com/Alakdan1102Eric/status/1246979851522699264, ,Alakdan1102Eric,pinoyako,"IT Support Analyst,CyberSecurity Network Analyst,Cybersecurity Analyst
Information Security Analyst, Network Administrator, Network Technician.","IT Support Analyst,CyberSecurity Network Analyst,Cybersecurity Analyst
Information Security Analyst, Network Administrator, Network Technician.",False,2012-08-16 00:43:00+00:00,1933
557,2020-04-05 17:34:59+00:00,1246853857902133249,"@gmanews Kadamay
Dilawan
NPA

Mga numero unong reklamador",0,0,0,0,https://twitter.com/OliveReyesJR/status/1246853857902133249, ,OliveReyesJR,Olive Reyes,,,False,2009-04-19 04:44:58+00:00,156
558,2020-04-05 15:55:20+00:00,1246828776832397313,@prinsesachinita @lizasoberano Kadamay yan. Front organization ng npa na ang main goal ay guluhin ang gobyerno. So naloko na naman kayo ng mga leftist. 🤦🤦🤦,0,0,0,0,https://twitter.com/ralffernandez20/status/1246828776832397313, ,ralffernandez20,flare fernandez,the one that got away.,the one that got away.,False,2016-04-22 05:30:32+00:00,11
559,2020-04-05 14:13:10+00:00,1246803066931707907,"@manilabulletin Mag-Amang Salot sa Lipunan! Protektor ng NPA Kadamay!

#ProtectTheRepublic",0,0,0,0,https://twitter.com/jteoxon4597/status/1246803066931707907, ,jteoxon4597,JTeoxon🇵🇭✌️👊❤️💚,"Thanks God for everything 🙏🙏🙏
OFW✈✈✈Solid Duterte👊 Solid BBM✌ Yankees🏆 Lakers🏆 Ginebra🏆","Thanks God for everything 🙏🙏🙏
OFW✈✈✈Solid Duterte👊 Solid BBM✌ Yankees🏆 Lakers🏆 Ginebra🏆",False,2014-09-16 13:52:46+00:00,193
560,2020-04-05 11:42:19+00:00,1246765107201241088,"@gabvalenciano Who gonna go with you.... Ccp NPa, kadamay, kabataan party list, bayan muna, elitista. We all know you are all dilawan shit. Baka comment out numbered kana dito pa lang mabibingi ka.",0,0,0,0,https://twitter.com/elgabs24/status/1246765107201241088, ,elgabs24,Elmer Gabayran,"licensed engineer, love cooking and music","licensed engineer, love cooking and music",False,2010-05-06 02:22:59+00:00,6
561,2020-04-05 11:16:39+00:00,1246758645074784256,"@paengLopez @MrFrankBaraan urban poor? aww nuon, mao man tawag yata sa kadamay. mga suporter sa NPA. apil ka ana kol?",0,0,0,0,https://twitter.com/caloy2088/status/1246758645074784256, ,caloy2088,Ca Loy,"Know before you judge.
Appreciate before you regret.","Know before you judge.
Appreciate before you regret.",False,2019-08-24 06:00:59+00:00,13
562,2020-04-05 08:25:09+00:00,1246715485527277569,Pray ko rin na dyan na patirahin sa bahay niyo ang mga Kadamay at NPA. Tutal kayo naman ang nagpyansa.,0,1,0,0,https://twitter.com/AbnerAbnerasv/status/1246715485527277569, ,AbnerAbnerasv,AbnerVillahermosa,,,False,2015-10-18 09:35:48+00:00,76
563,2020-04-05 07:49:13+00:00,1246706442909782016,@heyhersheyy Anong pnaglalaban ño? Dpat lng naman siguro barilin ang mga kadamay or NPA or any violators who will harm the frontliners. May nghhintay ding pamilya at mga anak ang mga police/armies kya wag kaUng mgOR if you didn't perceive the Pres. message. Other countries detain culprits too https://t.co/ZbhbJFXb44,0,0,0,0,https://twitter.com/mamheiy/status/1246706442909782016, ,mamheiy,Mamheiy,mompreneur✨,mompreneur✨,False,2020-04-05 05:24:20+00:00,0
564,2020-04-05 07:24:49+00:00,1246700303115628544,@dodypena3 @kikopangilinan Pinapakita lang nya na mas mahalaga talaha sa kanila ang mga NPA na kadamay...na ang alam puro Rally...isang abnoy na ama at spoiled bratrinela....,1,0,0,0,https://twitter.com/AlbeOrdy/status/1246700303115628544, ,AlbeOrdy,Andro A.,35,35,False,2018-04-24 14:35:44+00:00,294
565,2020-04-05 07:19:11+00:00,1246698886523056129,@lizasoberano Emphaty to whom?..for Kadamay or sa NPA...know what is truelly going on first.,0,0,0,0,https://twitter.com/denther88/status/1246698886523056129, ,denther88,Denther88,,,False,2020-01-30 19:13:57+00:00,0
566,2020-04-05 06:46:55+00:00,1246690765142511617,"@Mscathygonzaga Mga sugo yan ng KADAMAY, ganyan talaga ang orientation nila, galawang NPA. Mag-ingat sa mga fake news at fave advocate.",0,0,0,0,https://twitter.com/scotty2sam/status/1246690765142511617, ,scotty2sam,summer scott,Altruistic me!,Altruistic me!,False,2009-09-29 01:51:27+00:00,26
567,2020-04-05 04:57:54+00:00,1246663328669171714,@dinforcor This is expected. Supporters naman talaga sila ng mga NPA kadamay at ung mga pumapatay ng sundalo pulis nga relief operation officers. Di na nakakagulat. For all we know sa bulsa ng oposisyon galing ung pondo ng mga nag rally. Walang pambili pagkain pro my mga placards at posters,1,4,0,0,https://twitter.com/n4n4daim3/status/1246663328669171714, ,n4n4daim3,IAmIntrovert_mj,"99% dedicated feed #Duterte 👊🏻 #BBM ✌🏻
Follow all 🇵🇭Govt socmed accounts.
Bardagulero but ain't a clout-chaser.
Twitter is toxic. Enter at your own risk.","99% dedicated feed #Duterte 👊🏻 #BBM ✌🏻
Follow all 🇵🇭Govt socmed accounts.
Bardagulero but ain't a clout-chaser.
Twitter is toxic. Enter at your own risk.",False,2010-11-26 03:29:03+00:00,1116
568,2020-04-05 04:54:41+00:00,1246662519059394561,@manilabulletin This is expected. Supporters naman talaga sila ng mga NPA kadamay at ung mga pumapatay ng sundalo pulis nga relief operation officers. Di na nakakagulat. For all we know sa bulsa ng oposisyon galing ung pondo ng mga nag rally. Walang pambili pagkain pro my mga placards at posters,0,8,1,1,https://twitter.com/n4n4daim3/status/1246662519059394561, ,n4n4daim3,IAmIntrovert_mj,"99% dedicated feed #Duterte 👊🏻 #BBM ✌🏻
Follow all 🇵🇭Govt socmed accounts.
Bardagulero but ain't a clout-chaser.
Twitter is toxic. Enter at your own risk.","99% dedicated feed #Duterte 👊🏻 #BBM ✌🏻
Follow all 🇵🇭Govt socmed accounts.
Bardagulero but ain't a clout-chaser.
Twitter is toxic. Enter at your own risk.",False,2010-11-26 03:29:03+00:00,1116
569,2020-04-05 04:43:50+00:00,1246659789641277445,"@PhilippineStar CPP NDF NPA left the group
Makabayan left the group
Bayan Muna left the group
Gabriela left the group
Kadamay left the group
Kabataan left the group
Zarate left the group
Casino left the group",0,0,0,0,https://twitter.com/BoyRamos7/status/1246659789641277445, ,BoyRamos7,Boy Ramos,Life is good!,Life is good!,False,2019-10-22 08:14:26+00:00,0
